gene_id;gene_short_name;gene_type;
ENSMUSG00000042473;Tbc1d8b;protein_coding;
ENSMUSG00000042487;Leo1;protein_coding;
ENSMUSG00000042502;Cd2bp2;protein_coding;
ENSMUSG00000042505;Acn9;protein_coding;
ENSMUSG00000042506;Usp22;protein_coding;
ENSMUSG00000042508;Dmtf1;protein_coding;
ENSMUSG00000042520;Ubap2l;protein_coding;
ENSMUSG00000042535;Gtpbp1;protein_coding;
ENSMUSG00000042541;Shfm1;protein_coding;
ENSMUSG00000042548;Asxl1;protein_coding;
ENSMUSG00000042557;Sin3a;protein_coding;
ENSMUSG00000042558;Adprhl2;protein_coding;
ENSMUSG00000042569;Dhrs7b;protein_coding;
ENSMUSG00000042570;Mier2;protein_coding;
ENSMUSG00000042572;Ube2q1;protein_coding;
ENSMUSG00000042590;Ipo11;protein_coding;
ENSMUSG00000042595;Fam199x;protein_coding;
ENSMUSG00000042605;Atxn2;protein_coding;
ENSMUSG00000042608;Stk40;protein_coding;
ENSMUSG00000042625;Safb2;protein_coding;
ENSMUSG00000042628;Zfyve1;protein_coding;
ENSMUSG00000042642;Flad1;protein_coding;
ENSMUSG00000042650;Alkbh5;protein_coding;
ENSMUSG00000042660;Wdr55;protein_coding;
ENSMUSG00000042670;Immp1l;protein_coding;
ENSMUSG00000042675;Ypel3;protein_coding;
ENSMUSG00000042682;Selk;protein_coding;
ENSMUSG00000042699;Dhx9;protein_coding;
ENSMUSG00000042705;Commd10;protein_coding;
ENSMUSG00000042709;Atpaf2;protein_coding;
ENSMUSG00000042719;Naa25;protein_coding;
ENSMUSG00000042729;Wdr74;protein_coding;
ENSMUSG00000042737;Dpm3;protein_coding;
ENSMUSG00000042742;B630005N14Rik;protein_coding;
ENSMUSG00000042747;Krtcap2;protein_coding;
ENSMUSG00000042772;Smg7;protein_coding;
ENSMUSG00000042790;Rnf214;protein_coding;
ENSMUSG00000042831;Alkbh6;protein_coding;
ENSMUSG00000042870;Tom1;protein_coding;
ENSMUSG00000042903;Foxo4;protein_coding;
ENSMUSG00000042992;Loh12cr1;protein_coding;
ENSMUSG00000042997;Nhlrc3;protein_coding;
ENSMUSG00000043019;Edem3;protein_coding;
ENSMUSG00000043059;Zfp513;protein_coding;
ENSMUSG00000043061;Tmem18;protein_coding;
ENSMUSG00000043090;Zfp866;protein_coding;
ENSMUSG00000043131;Mob1a;protein_coding;
ENSMUSG00000043140;Tmem186;protein_coding;
ENSMUSG00000043190;Rfesd;protein_coding;
ENSMUSG00000043207;Zmpste24;protein_coding;
ENSMUSG00000043241;Upf2;protein_coding;
ENSMUSG00000043252;Tmem64;protein_coding;
ENSMUSG00000043257;Pigv;protein_coding;
ENSMUSG00000043262;Uevld;protein_coding;
ENSMUSG00000043284;Tmem11;protein_coding;
ENSMUSG00000043311;D17H6S53E;protein_coding;
ENSMUSG00000043323;Fbrsl1;protein_coding;
ENSMUSG00000043411;Usp48;protein_coding;
ENSMUSG00000043432;Leng9;protein_coding;
ENSMUSG00000043483;Gm6863;processed_pseudogene;
ENSMUSG00000043716;Rpl7;protein_coding;
ENSMUSG00000043733;Ptpn11;protein_coding;
ENSMUSG00000043801;Oaz1-ps;pseudogene;
ENSMUSG00000043831;Lysmd4;protein_coding;
ENSMUSG00000043866;Taf10;protein_coding;
ENSMUSG00000043881;Kbtbd7;protein_coding;
ENSMUSG00000043962;Thrap3;protein_coding;
ENSMUSG00000043964;Orai3;protein_coding;
ENSMUSG00000043991;Pura;protein_coding;
ENSMUSG00000043998;Mgat2;protein_coding;
ENSMUSG00000044018;Mrpl50;protein_coding;
ENSMUSG00000044030;Irf2bp1;protein_coding;
ENSMUSG00000044066;Cep68;protein_coding;
ENSMUSG00000044068;Zrsr1;protein_coding;
ENSMUSG00000044147;Arf6;protein_coding;
ENSMUSG00000044155;Lsm8;protein_coding;
ENSMUSG00000044221;Grsf1;protein_coding;
ENSMUSG00000044224;Dnajc21;protein_coding;
ENSMUSG00000044308;Ubr3;protein_coding;
ENSMUSG00000044408;Sptssa;protein_coding;
ENSMUSG00000044442;N6amt1;protein_coding;
ENSMUSG00000044465;Fam160a2;protein_coding;
ENSMUSG00000044475;Ascc1;protein_coding;
ENSMUSG00000044477;Zfand3;protein_coding;
ENSMUSG00000044496;2510039O18Rik;protein_coding;
ENSMUSG00000044501;Zfp758;protein_coding;
ENSMUSG00000044502;Bod1;protein_coding;
ENSMUSG00000044533;Rps2;protein_coding;
ENSMUSG00000044573;Acp1;protein_coding;
ENSMUSG00000044600;Smim7;protein_coding;
ENSMUSG00000044627;Swi5;protein_coding;
ENSMUSG00000044700;Tmem201;protein_coding;
ENSMUSG00000044709;Gemin7;protein_coding;
ENSMUSG00000044715;Gskip;protein_coding;
ENSMUSG00000044730;9930104L06Rik;processed_transcript;
ENSMUSG00000044763;Trmt10c;protein_coding;
ENSMUSG00000044791;Setd2;protein_coding;
ENSMUSG00000044792;Isca1;protein_coding;
ENSMUSG00000044795;Cyb5d1;protein_coding;
ENSMUSG00000044857;Lemd2;protein_coding;
ENSMUSG00000044881;Coa4;protein_coding;
ENSMUSG00000044894;Uqcrq;protein_coding;
ENSMUSG00000044950;Pwwp2a;protein_coding;
ENSMUSG00000044991;1110034G24Rik;protein_coding;
ENSMUSG00000045078;Rnf216;protein_coding;
ENSMUSG00000045098;Suv420h1;protein_coding;
ENSMUSG00000045100;Slc25a26;protein_coding;
ENSMUSG00000045128;Rpl18a;protein_coding;
ENSMUSG00000045140;Pigw;protein_coding;
ENSMUSG00000045160;Bola3;protein_coding;
ENSMUSG00000045176;2310047M10Rik;protein_coding;
ENSMUSG00000045205;Dpy19l4;protein_coding;
ENSMUSG00000045210;Vcpip1;protein_coding;
ENSMUSG00000045268;Zfp691;protein_coding;
ENSMUSG00000045302;Preb;protein_coding;
ENSMUSG00000045409;Trim39;protein_coding;
ENSMUSG00000045410;Akr1e1;protein_coding;
ENSMUSG00000045427;Hnrnph2;protein_coding;
ENSMUSG00000045438;Cox19;protein_coding;
ENSMUSG00000045503;Sys1;protein_coding;
ENSMUSG00000045519;Zfp560;protein_coding;
ENSMUSG00000045538;Ddx28;protein_coding;
ENSMUSG00000045576;St7l;protein_coding;
ENSMUSG00000045624;Esf1;protein_coding;
ENSMUSG00000045639;Zfp629;protein_coding;
ENSMUSG00000045665;Mfsd5;protein_coding;
ENSMUSG00000045691;Thtpa;protein_coding;
ENSMUSG00000045752;Tssc4;protein_coding;
ENSMUSG00000045767;B230219D22Rik;protein_coding;
ENSMUSG00000045795;Whamm;protein_coding;
ENSMUSG00000045854;Lyrm2;protein_coding;
ENSMUSG00000045867;Cradd;protein_coding;
ENSMUSG00000045896;Paip2b;protein_coding;
ENSMUSG00000045948;Mrps12;protein_coding;
ENSMUSG00000045962;Wnk1;protein_coding;
ENSMUSG00000045969;Ing1;protein_coding;
ENSMUSG00000045973;Slc25a51;protein_coding;
ENSMUSG00000045980;Tmem104;protein_coding;
ENSMUSG00000045983;Eif4g1;protein_coding;
ENSMUSG00000045996;Polr2k;protein_coding;
ENSMUSG00000045999;AY036118;TEC;
ENSMUSG00000046010;Zfp830;protein_coding;
ENSMUSG00000046020;Pofut1;protein_coding;
ENSMUSG00000046032;Snx12;protein_coding;
ENSMUSG00000046034;Otulin;protein_coding;
ENSMUSG00000046062;Ppp1r15b;protein_coding;
ENSMUSG00000046096;BC030336;protein_coding;
ENSMUSG00000046138;9930021J03Rik;protein_coding;
ENSMUSG00000046139;Patl1;protein_coding;
ENSMUSG00000046201;Scaf8;protein_coding;
ENSMUSG00000046229;Scand1;protein_coding;
ENSMUSG00000046311;Zfp62;protein_coding;
ENSMUSG00000046330;Rpl37a;protein_coding;
ENSMUSG00000046351;Zfp322a;protein_coding;
ENSMUSG00000046364;Rpl27a;protein_coding;
ENSMUSG00000046404;Yod1;protein_coding;
ENSMUSG00000046516;Cox17;protein_coding;
ENSMUSG00000046562;Unc119b;protein_coding;
ENSMUSG00000046573;Lyrm4;protein_coding;
ENSMUSG00000046671;Mtfr1l;protein_coding;
ENSMUSG00000046675;Tmem251;protein_coding;
ENSMUSG00000046679;C87436;protein_coding;
ENSMUSG00000046691;Chtf8;protein_coding;
ENSMUSG00000046756;Mrps7;protein_coding;
ENSMUSG00000046785;Epm2aip1;protein_coding;
ENSMUSG00000046792;Zfp787;protein_coding;
ENSMUSG00000046822;Slc39a3;protein_coding;
ENSMUSG00000046836;Brox;protein_coding;
ENSMUSG00000046861;Hectd3;protein_coding;
ENSMUSG00000046862;Pramef8;protein_coding;
ENSMUSG00000046865;Fbl;protein_coding;
ENSMUSG00000046873;Mbtps2;protein_coding;
ENSMUSG00000046897;Zfp740;protein_coding;
ENSMUSG00000046909;Tefm;protein_coding;
ENSMUSG00000046947;Adck2;protein_coding;
ENSMUSG00000046949;Nqo2;protein_coding;
ENSMUSG00000047030;Spata2;protein_coding;
ENSMUSG00000047036;Zfp445;protein_coding;
ENSMUSG00000047067;Dusp28;protein_coding;
ENSMUSG00000047084;Ngrn;protein_coding;
ENSMUSG00000047090;Tmem198b;protein_coding;
ENSMUSG00000047098;Rnf31;protein_coding;
ENSMUSG00000047126;Cltc;protein_coding;
ENSMUSG00000047187;Rab2a;protein_coding;
ENSMUSG00000047213;Ythdf3;protein_coding;
ENSMUSG00000047215;Rpl9;protein_coding;
ENSMUSG00000047221;Fam185a;protein_coding;
ENSMUSG00000047248;C2cd3;protein_coding;
ENSMUSG00000047260;Emc6;protein_coding;
ENSMUSG00000047284;Neurl4;protein_coding;
ENSMUSG00000047388;Atmin;protein_coding;
ENSMUSG00000047423;AI837181;protein_coding;
ENSMUSG00000047454;Gphn;protein_coding;
ENSMUSG00000047514;Tspyl1;protein_coding;
ENSMUSG00000047539;Fbxo28;protein_coding;
ENSMUSG00000047547;Cltb;protein_coding;
ENSMUSG00000047554;Tmem41b;protein_coding;
ENSMUSG00000047613;A430005L14Rik;protein_coding;
ENSMUSG00000047617;BC029214;protein_coding;
ENSMUSG00000047635;2810006K23Rik;protein_coding;
ENSMUSG00000047649;Cd3eap;protein_coding;
ENSMUSG00000047675;Rps8;protein_coding;
ENSMUSG00000047694;Yipf6;protein_coding;
ENSMUSG00000047710;Champ1;protein_coding;
ENSMUSG00000047714;Ppp1r2;protein_coding;
ENSMUSG00000047719;Ubiad1;protein_coding;
ENSMUSG00000047721;Bola2;protein_coding;
ENSMUSG00000047731;Wbp1l;protein_coding;
ENSMUSG00000047804;Akap10;protein_coding;
ENSMUSG00000047824;Pygo2;protein_coding;
ENSMUSG00000047843;Bri3;protein_coding;
ENSMUSG00000047866;Lonp2;protein_coding;
ENSMUSG00000047879;Usp14;protein_coding;
ENSMUSG00000047888;Tnrc6b;protein_coding;
ENSMUSG00000047909;Ankrd16;protein_coding;
ENSMUSG00000047921;Trappc9;protein_coding;
ENSMUSG00000047989;Ino80c;protein_coding;
ENSMUSG00000048000;Gigyf2;protein_coding;
ENSMUSG00000048047;Zbtb33;protein_coding;
ENSMUSG00000048076;Arf1;protein_coding;
ENSMUSG00000048100;Taf13;protein_coding;
ENSMUSG00000048109;Rbm15;protein_coding;
ENSMUSG00000048118;Arid4a;protein_coding;
ENSMUSG00000048170;Mcmbp;protein_coding;
ENSMUSG00000048175;Asb8;protein_coding;
ENSMUSG00000048249;Crebrf;protein_coding;
ENSMUSG00000048271;Rbm33;protein_coding;
ENSMUSG00000048280;Zfp738;protein_coding;
ENSMUSG00000048307;Ankrd46;protein_coding;
ENSMUSG00000048310;Pskh1;protein_coding;
ENSMUSG00000048351;Coa7;protein_coding;
ENSMUSG00000048371;Pdp2;protein_coding;
ENSMUSG00000048379;Socs4;protein_coding;
ENSMUSG00000048429;1810026J23Rik;protein_coding;
ENSMUSG00000048495;Tyw5;protein_coding;
ENSMUSG00000048546;Tob2;protein_coding;
ENSMUSG00000048578;Mlec;protein_coding;
ENSMUSG00000048661;Lemd3;protein_coding;
ENSMUSG00000048701;Ccdc6;protein_coding;
ENSMUSG00000048755;Mcat;protein_coding;
ENSMUSG00000048756;Foxo3;protein_coding;
ENSMUSG00000048758;Rpl29;protein_coding;
ENSMUSG00000048796;Cyb561d1;protein_coding;
ENSMUSG00000048799;Cep120;protein_coding;
ENSMUSG00000048832;Vps37c;protein_coding;
ENSMUSG00000048833;Slc39a9;protein_coding;
ENSMUSG00000048874;Phf3;protein_coding;
ENSMUSG00000048878;Hexim1;protein_coding;
ENSMUSG00000048897;Zfp710;protein_coding;
ENSMUSG00000048920;Fkrp;protein_coding;
ENSMUSG00000048930;Tada3;protein_coding;
ENSMUSG00000049076;Acap2;protein_coding;
ENSMUSG00000049090;Zadh2;protein_coding;
ENSMUSG00000049232;Tigd2;protein_coding;
ENSMUSG00000049287;Iba57;protein_coding;
ENSMUSG00000049295;Zfp219;protein_coding;
ENSMUSG00000049299;Trappc1;protein_coding;
ENSMUSG00000049300;Prmt6;protein_coding;
ENSMUSG00000049305;Ccdc71;protein_coding;
ENSMUSG00000049323;Smcr8;protein_coding;
ENSMUSG00000049327;Setd8;protein_coding;
ENSMUSG00000049354;Dcaf7;protein_coding;
ENSMUSG00000049401;Ogfr;protein_coding;
ENSMUSG00000049421;Zfp260;protein_coding;
ENSMUSG00000049439;Cyp20a1;protein_coding;
ENSMUSG00000049470;Aff4;protein_coding;
ENSMUSG00000049489;Fam58b;protein_coding;
ENSMUSG00000049516;Spty2d1;protein_coding;
ENSMUSG00000049517;Rps23;protein_coding;
ENSMUSG00000049550;Clip1;protein_coding;
ENSMUSG00000049553;Polr1a;protein_coding;
ENSMUSG00000049606;Zfp644;protein_coding;
ENSMUSG00000049643;2310022A10Rik;protein_coding;
ENSMUSG00000049657;Zbtb5;protein_coding;
ENSMUSG00000049658;Bdp1;protein_coding;
ENSMUSG00000049659;Aftph;protein_coding;
ENSMUSG00000049680;Urgcp;protein_coding;
ENSMUSG00000049686;Orai1;protein_coding;
ENSMUSG00000049751;Rpl36al;protein_coding;
ENSMUSG00000049755;Zfp672;protein_coding;
ENSMUSG00000049760;2410015M20Rik;protein_coding;
ENSMUSG00000049878;Rlf;protein_coding;
ENSMUSG00000049940;Pgrmc2;protein_coding;
ENSMUSG00000049950;Rpp38;protein_coding;
ENSMUSG00000049957;Ccdc137;protein_coding;
ENSMUSG00000049960;Mrps16;protein_coding;
ENSMUSG00000050002;Idnk;protein_coding;
ENSMUSG00000050017;Pitpnb;protein_coding;
ENSMUSG00000050043;Tmx2;protein_coding;
ENSMUSG00000050079;Rspry1;protein_coding;
ENSMUSG00000050088;1600012H06Rik;protein_coding;
ENSMUSG00000050144;Slc25a44;protein_coding;
ENSMUSG00000050174;Nudt6;protein_coding;
ENSMUSG00000050188;Lsm10;protein_coding;
ENSMUSG00000050213;Snip1;protein_coding;
ENSMUSG00000050229;Pigm;protein_coding;
ENSMUSG00000050244;Heatr1;protein_coding;
ENSMUSG00000050299;Gm9843;protein_coding;
ENSMUSG00000050323;Ndufaf6;protein_coding;
ENSMUSG00000050373;Snx21;protein_coding;
ENSMUSG00000050565;Tor1aip2;protein_coding;
ENSMUSG00000050567;Maml1;protein_coding;
ENSMUSG00000050608;Minos1;protein_coding;
ENSMUSG00000050619;Zscan29;protein_coding;
ENSMUSG00000050621;Rps27rt;protein_coding;
ENSMUSG00000050628;Ubald2;protein_coding;
ENSMUSG00000050668;Gpatch11;protein_coding;
ENSMUSG00000050697;Prkaa1;protein_coding;
ENSMUSG00000050705;2310061I04Rik;protein_coding;
ENSMUSG00000050812;AI314180;protein_coding;
ENSMUSG00000050846;Zfp623;protein_coding;
ENSMUSG00000050856;Atp5k;protein_coding;
ENSMUSG00000050890;Pdik1l;protein_coding;
ENSMUSG00000050891;Tatdn1;protein_coding;
ENSMUSG00000051007;Pddc1;protein_coding;
ENSMUSG00000051154;Commd3;protein_coding;
ENSMUSG00000051169;Rpusd3;protein_coding;
ENSMUSG00000051184;Zfp524;protein_coding;
ENSMUSG00000051185;Fam174a;protein_coding;
ENSMUSG00000051223;Bzw1;protein_coding;
ENSMUSG00000051232;Tmem199;protein_coding;
ENSMUSG00000051234;Rnf7;protein_coding;
ENSMUSG00000051238;Swsap1;protein_coding;
ENSMUSG00000051256;Jagn1;protein_coding;
ENSMUSG00000051285;Pcmtd1;protein_coding;
ENSMUSG00000051316;Taf7;protein_coding;
ENSMUSG00000051319;1500011K16Rik;protein_coding;
ENSMUSG00000051329;Nup160;protein_coding;
ENSMUSG00000051346;Spryd4;protein_coding;
ENSMUSG00000051355;Commd1;protein_coding;
ENSMUSG00000051390;Zbtb22;protein_coding;
ENSMUSG00000051396;Hspa14;protein_coding;
ENSMUSG00000051403;Ppp1r37;protein_coding;
ENSMUSG00000051451;Crebzf;protein_coding;
ENSMUSG00000051469;Zfp191;protein_coding;
ENSMUSG00000051510;Mafg;protein_coding;
ENSMUSG00000051518;Rps19bp1;protein_coding;
ENSMUSG00000051557;Pusl1;protein_coding;
ENSMUSG00000051671;Coa6;protein_coding;
ENSMUSG00000051695;Pcbp1;protein_coding;
ENSMUSG00000051730;Mettl5;protein_coding;
ENSMUSG00000051786;Tubgcp6;protein_coding;
ENSMUSG00000051864;Tbc1d22a;protein_coding;
ENSMUSG00000051989;Smim11;protein_coding;
ENSMUSG00000052033;Pfdn4;protein_coding;
ENSMUSG00000052102;Gnpda1;protein_coding;
ENSMUSG00000052139;Bre;protein_coding;
ENSMUSG00000052144;Ppp4r2;protein_coding;
ENSMUSG00000052146;Rps10;protein_coding;
ENSMUSG00000052155;Acvr2a;protein_coding;
ENSMUSG00000052214;Opa3;protein_coding;
ENSMUSG00000052253;Zfp622;protein_coding;
ENSMUSG00000052296;Ppp6r1;protein_coding;
ENSMUSG00000052299;Ltn1;protein_coding;
ENSMUSG00000052310;Slc39a1;protein_coding;
ENSMUSG00000052337;Immt;protein_coding;
ENSMUSG00000052369;Tmem106c;protein_coding;
ENSMUSG00000052395;Rft1;protein_coding;
ENSMUSG00000052406;Rexo4;protein_coding;
ENSMUSG00000052419;2610001J05Rik;protein_coding;
ENSMUSG00000052423;B4galt3;protein_coding;
ENSMUSG00000052428;Tmco1;protein_coding;
ENSMUSG00000052446;Zfp961;protein_coding;
ENSMUSG00000052456;Asna1;protein_coding;
ENSMUSG00000052488;Cherp;protein_coding;
ENSMUSG00000052593;Adam17;protein_coding;
ENSMUSG00000052605;Isoc2b;protein_coding;
ENSMUSG00000052656;Rnf103;protein_coding;
ENSMUSG00000052681;Rap1b;protein_coding;
ENSMUSG00000052707;Tnrc6a;protein_coding;
ENSMUSG00000052712;BC004004;protein_coding;
ENSMUSG00000052738;Suclg1;protein_coding;
ENSMUSG00000052748;Swt1;protein_coding;
ENSMUSG00000052763;Zfp212;protein_coding;
ENSMUSG00000052833;Sae1;protein_coding;
ENSMUSG00000052906;Ubxn8;protein_coding;
ENSMUSG00000052915;Msl1;protein_coding;
ENSMUSG00000052934;Fbxo31;protein_coding;
ENSMUSG00000052962;Mrpl35;protein_coding;
ENSMUSG00000052997;Uba2;protein_coding;
ENSMUSG00000053012;Krcc1;protein_coding;
ENSMUSG00000053091;Lins;protein_coding;
ENSMUSG00000053094;Tmem248;protein_coding;
ENSMUSG00000053119;Chmp3;protein_coding;
ENSMUSG00000053128;Rnf26;protein_coding;
ENSMUSG00000053134;Supt7l;protein_coding;
ENSMUSG00000053205;Styx;protein_coding;
ENSMUSG00000053253;Ndfip2;protein_coding;
ENSMUSG00000053286;Trmt1l;protein_coding;
ENSMUSG00000053289;Ddx10;protein_coding;
ENSMUSG00000053291;Rab4b;protein_coding;
ENSMUSG00000053329;D10Jhu81e;protein_coding;
ENSMUSG00000053332;Gas5;processed_transcript;
ENSMUSG00000053333;Dis3l2;protein_coding;
ENSMUSG00000053334;Ficd;protein_coding;
ENSMUSG00000053347;Zfp943;protein_coding;
ENSMUSG00000053390;Zfp952;protein_coding;
ENSMUSG00000053436;Mapk14;protein_coding;
ENSMUSG00000053453;Thoc7;protein_coding;
ENSMUSG00000053460;Ggcx;protein_coding;
ENSMUSG00000053483;Usp21;protein_coding;
ENSMUSG00000053510;Nrd1;protein_coding;
ENSMUSG00000053536;Cstf2t;protein_coding;
ENSMUSG00000053553;3110082I17Rik;protein_coding;
ENSMUSG00000053565;Eif3k;protein_coding;
ENSMUSG00000053581;Zfand2a;protein_coding;
ENSMUSG00000053656;Dancr;processed_transcript;
ENSMUSG00000053754;Chd8;protein_coding;
ENSMUSG00000053768;Chchd3;protein_coding;
ENSMUSG00000053774;Ubxn7;protein_coding;
ENSMUSG00000053799;Exoc6;protein_coding;
ENSMUSG00000053801;Grwd1;protein_coding;
ENSMUSG00000053838;Nudcd3;protein_coding;
ENSMUSG00000053841;Txlna;protein_coding;
ENSMUSG00000053870;Fpgt;protein_coding;
ENSMUSG00000053877;Srcap;protein_coding;
ENSMUSG00000053907;Mat2a;protein_coding;
ENSMUSG00000053929;Cyhr1;protein_coding;
ENSMUSG00000054021;Sirt5;protein_coding;
ENSMUSG00000054079;Utp18;protein_coding;
ENSMUSG00000054099;Slc25a40;protein_coding;
ENSMUSG00000054226;Tprkb;protein_coding;
ENSMUSG00000054237;Fra10ac1;protein_coding;
ENSMUSG00000054280;Prr14l;protein_coding;
ENSMUSG00000054302;Eapp;protein_coding;
ENSMUSG00000054309;Cpsf3;protein_coding;
ENSMUSG00000054312;Mrps21;protein_coding;
ENSMUSG00000054405;Dnajc8;protein_coding;
ENSMUSG00000054408;Spcs3;protein_coding;
ENSMUSG00000054414;Slc30a7;protein_coding;
ENSMUSG00000054426;A930005H10Rik;processed_transcript;
ENSMUSG00000054455;Vapb;protein_coding;
ENSMUSG00000054484;Tmem62;protein_coding;
ENSMUSG00000054499;Dedd2;protein_coding;
ENSMUSG00000054604;Cggbp1;protein_coding;
ENSMUSG00000054611;Kdm2a;protein_coding;
ENSMUSG00000054648;Zfp869;protein_coding;
ENSMUSG00000054693;Adam10;protein_coding;
ENSMUSG00000054715;Zscan22;protein_coding;
ENSMUSG00000054716;Zfp771;protein_coding;
ENSMUSG00000054723;Vmac;protein_coding;
ENSMUSG00000054766;Set;protein_coding;
ENSMUSG00000054792;Klhl18;protein_coding;
ENSMUSG00000054808;Actn4;protein_coding;
ENSMUSG00000054823;Whsc1l1;protein_coding;
ENSMUSG00000054843;Atrnl1;protein_coding;
ENSMUSG00000054874;Pcnxl3;protein_coding;
ENSMUSG00000055024;Ep300;protein_coding;
ENSMUSG00000055041;Commd5;protein_coding;
ENSMUSG00000055053;Nfic;protein_coding;
ENSMUSG00000055065;Ddx17;protein_coding;
ENSMUSG00000055093;Gm8430;processed_pseudogene;
ENSMUSG00000055128;Cgrrf1;protein_coding;
ENSMUSG00000055204;Ankrd17;protein_coding;
ENSMUSG00000055239;Kcmf1;protein_coding;
ENSMUSG00000055240;Zfp101;protein_coding;
ENSMUSG00000055302;Mrfap1;protein_coding;
ENSMUSG00000055371;Stam2;protein_coding;
ENSMUSG00000055401;Fbxo6;protein_coding;
ENSMUSG00000055436;Srsf11;protein_coding;
ENSMUSG00000055491;Pprc1;protein_coding;
ENSMUSG00000055531;Cpsf6;protein_coding;
ENSMUSG00000055553;Kxd1;protein_coding;
ENSMUSG00000055652;Klhl25;protein_coding;
ENSMUSG00000055670;Zzef1;protein_coding;
ENSMUSG00000055681;Cope;protein_coding;
ENSMUSG00000055723;Rras2;protein_coding;
ENSMUSG00000055760;Gemin6;protein_coding;
ENSMUSG00000055762;Eef1d;protein_coding;
ENSMUSG00000055835;Zfp1;protein_coding;
ENSMUSG00000055839;Tceb2;protein_coding;
ENSMUSG00000055850;Rnf181;protein_coding;
ENSMUSG00000055900;Tmem69;protein_coding;
ENSMUSG00000055917;Zfp277;protein_coding;
ENSMUSG00000055923;Aasdh;protein_coding;
ENSMUSG00000055932;Fto;protein_coding;
ENSMUSG00000055943;Emc7;protein_coding;
ENSMUSG00000055991;Zkscan5;protein_coding;
ENSMUSG00000056050;Mia3;protein_coding;
ENSMUSG00000056076;Eif3b;protein_coding;
ENSMUSG00000056121;Fez2;protein_coding;
ENSMUSG00000056131;Pgm3;protein_coding;
ENSMUSG00000056153;Socs6;protein_coding;
ENSMUSG00000056167;Cnot10;protein_coding;
ENSMUSG00000056216;Cebpg;protein_coding;
ENSMUSG00000056228;Cars2;protein_coding;
ENSMUSG00000056234;Ncoa4;protein_coding;
ENSMUSG00000056268;Dennd1b;protein_coding;
ENSMUSG00000056305;Usp39;protein_coding;
ENSMUSG00000056310;Tyw1;protein_coding;
ENSMUSG00000056342;Usp34;protein_coding;
ENSMUSG00000056493;Foxk1;protein_coding;
ENSMUSG00000056536;Pign;protein_coding;
ENSMUSG00000056537;Rlim;protein_coding;
ENSMUSG00000056579;Tug1;processed_transcript;
ENSMUSG00000056608;Chd9;protein_coding;
ENSMUSG00000056612;Ppp1r14b;protein_coding;
ENSMUSG00000056692;D17Wsu92e;protein_coding;
ENSMUSG00000056698;Elmod3;protein_coding;
ENSMUSG00000056763;Cspp1;protein_coding;
ENSMUSG00000056770;Setd3;protein_coding;
ENSMUSG00000056820;Tsnax;protein_coding;
ENSMUSG00000056851;Pcbp2;protein_coding;
ENSMUSG00000056941;Commd7;protein_coding;
ENSMUSG00000056952;Tatdn2;protein_coding;
ENSMUSG00000056962;Jmjd6;protein_coding;
ENSMUSG00000057036;Gm7536;processed_pseudogene;
ENSMUSG00000057101;Zfp180;protein_coding;
ENSMUSG00000057113;Npm1;protein_coding;
ENSMUSG00000057130;Txnl4a;protein_coding;
ENSMUSG00000057134;Ado;protein_coding;
ENSMUSG00000057147;Dph6;protein_coding;
ENSMUSG00000057177;Gsk3a;protein_coding;
ENSMUSG00000057181;5730455P16Rik;protein_coding;
ENSMUSG00000057229;Atp5sl;protein_coding;
ENSMUSG00000057234;Mettl15;protein_coding;
ENSMUSG00000057236;Rbbp4;protein_coding;
ENSMUSG00000057278;Snrpg;protein_coding;
ENSMUSG00000057322;Rpl38;protein_coding;
ENSMUSG00000057342;Sphk2;protein_coding;
ENSMUSG00000057363;Uxs1;protein_coding;
ENSMUSG00000057367;Birc2;protein_coding;
ENSMUSG00000057375;Yipf1;protein_coding;
ENSMUSG00000057388;Mrpl18;protein_coding;
ENSMUSG00000057411;Fam173a;protein_coding;
ENSMUSG00000057421;Las1l;protein_coding;
ENSMUSG00000057497;Fam136a;protein_coding;
ENSMUSG00000057506;Bloc1s2;protein_coding;
ENSMUSG00000057522;Spop;protein_coding;
ENSMUSG00000057531;Dtnbp1;protein_coding;
ENSMUSG00000057541;Pus7;protein_coding;
ENSMUSG00000057551;Zfp317;protein_coding;
ENSMUSG00000057554;Lgals8;protein_coding;
ENSMUSG00000057561;Eif1a;protein_coding;
ENSMUSG00000057572;Zbtb8os;protein_coding;
ENSMUSG00000057594;Arl16;protein_coding;
ENSMUSG00000057637;Prdm2;protein_coding;
ENSMUSG00000057667;Bloc1s3;protein_coding;
ENSMUSG00000057672;Pkn1;protein_coding;
ENSMUSG00000057691;Zfp746;protein_coding;
ENSMUSG00000057738;Sptan1;protein_coding;
ENSMUSG00000057778;Cyb5d2;protein_coding;
ENSMUSG00000057788;Ddx49;protein_coding;
ENSMUSG00000057841;Rpl32;protein_coding;
ENSMUSG00000057858;Fam204a;protein_coding;
ENSMUSG00000057863;Rpl36;protein_coding;
ENSMUSG00000057894;Zfp329;protein_coding;
ENSMUSG00000057982;Zfp809;protein_coding;
ENSMUSG00000058076;Sdhc;protein_coding;
ENSMUSG00000058093;AA987161;protein_coding;
ENSMUSG00000058230;Arhgap35;protein_coding;
ENSMUSG00000058239;Usf2;protein_coding;
ENSMUSG00000058240;Cryzl1;protein_coding;
ENSMUSG00000058267;Mrps14;protein_coding;
ENSMUSG00000058291;Zfp68;protein_coding;
